tenure,PhoneService,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,gender,SeniorCitizen,Partner,Dependents,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Churn,customerID
3.0,Yes,Month-to-month,Yes,Credit card (automatic),91.5,242.95,Female,0,Yes,No,Yes,Fiber optic,No,Yes,No,No,No,Yes,Yes,5095-AESKG
41.0,Yes,Month-to-month,No,Bank transfer (automatic),45.2,1841.9,Female,0,No,Yes,No,DSL,No,No,No,No,No,No,No,2887-JPYLU
13.0,Yes,Month-to-month,No,Credit card (automatic),19.45,232.1,Female,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,4770-QAZXN
35.0,Yes,Two year,No,Bank transfer (automatic),25.45,809.25,Male,0,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,4896-CPRPF
12.0,Yes,Month-to-month,No,Bank transfer (automatic),80.85,866.45,Male,0,Yes,No,No,Fiber optic,Yes,No,No,Yes,No,No,Yes,1871-MOWRM
4.0,Yes,Month-to-month,Yes,Mailed check,94.9,360.55,Male,0,No,No,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,No,9714-EDSUC
43.0,No,Month-to-month,Yes,Bank transfer (automatic),49.05,2076.2,Female,0,No,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Yes,2027-OAQQC
12.0,No,Month-to-month,Yes,Mailed check,29.3,355.9,Female,1,Yes,Yes,No phone service,DSL,No,No,No,Yes,No,No,No,0282-NVSJS
68.0,Yes,Month-to-month,Yes,Electronic check,105.3,7299.65,Male,1,Yes,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,9090-SGQXL
25.0,Yes,Month-to-month,Yes,Electronic check,88.95,2291.2,Male,1,No,No,Yes,Fiber optic,No,Yes,No,No,Yes,No,Yes,6595-YGXIT
7.0,Yes,One year,No,Mailed check,20.25,129.15,Female,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,7353-YOWFP
66.0,Yes,One year,Yes,Electronic check,110.85,7491.75,Male,1,Yes,No,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,9835-ZIITK
53.0,Yes,One year,No,Electronic check,110.5,5835.5,Female,0,Yes,No,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No,8008-ESFLK
63.0,Yes,Month-to-month,Yes,Bank transfer (automatic),109.4,7031.45,Male,1,No,No,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,No,7537-CBQUZ
70.0,Yes,Two year,Yes,Bank transfer (automatic),114.2,7723.9,Female,0,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1555-DJEQW
27.0,No,Month-to-month,No,Bank transfer (automatic),36.5,1032.0,Male,1,Yes,No,No phone service,DSL,No,No,No,No,No,Yes,Yes,5649-TJHOV
1.0,Yes,Month-to-month,No,Mailed check,70.75,70.75,Female,0,No,No,No,Fiber optic,No,No,No,No,No,No,Yes,0519-XUZJU
5.0,Yes,Month-to-month,No,Mailed check,19.95,109.6,Female,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,3363-EWLGO
37.0,Yes,One year,No,Mailed check,19.6,727.8,Female,1,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,4750-UKWJK
3.0,No,Month-to-month,Yes,Mailed check,40.15,130.75,Male,0,No,No,No phone service,DSL,No,No,Yes,No,Yes,No,Yes,6338-AVWCY
12.0,Yes,Month-to-month,Yes,Electronic check,76.6,893.0,Female,0,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,No,1689-YQBYY
38.0,Yes,One year,No,Credit card (automatic),19.6,763.1,Female,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,4487-ZYJZK
9.0,Yes,Month-to-month,Yes,Credit card (automatic),85.3,781.4,Female,0,No,No,No,Fiber optic,No,No,Yes,No,No,Yes,No,2959-FENLU
13.0,Yes,Month-to-month,Yes,Electronic check,65.85,902.25,Male,0,Yes,No,Yes,DSL,Yes,No,No,No,No,Yes,No,0708-LGSMF
29.0,Yes,Month-to-month,Yes,Electronic check,94.45,2653.65,Male,1,Yes,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,9253-QXKBE
47.0,Yes,Two year,No,Credit card (automatic),20.05,1016.7,Female,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,7634-HLQJR
61.0,Yes,Month-to-month,No,Bank transfer (automatic),99.4,5943.65,Male,0,Yes,No,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,No,0487-RPVUM
16.0,Yes,Month-to-month,No,Mailed check,20.0,275.7,Male,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,4079-ULGFR
41.0,Yes,Two year,No,Electronic check,78.45,3126.45,Female,0,Yes,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,No,2516-XSJKX
43.0,Yes,Two year,Yes,Electronic check,25.1,1070.15,Female,0,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0057-QBUQH
36.0,Yes,Month-to-month,Yes,Bank transfer (automatic),97.35,3457.9,Female,0,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Yes,9445-SZLCH
6.0,Yes,Month-to-month,Yes,Electronic check,55.0,340.4,Female,0,No,No,No,DSL,No,No,No,No,No,Yes,No,6599-SFQVE
58.0,Yes,One year,Yes,Credit card (automatic),71.1,4299.2,Female,0,No,No,Yes,DSL,Yes,Yes,Yes,Yes,No,No,No,8331-ZXFOE
19.0,Yes,Month-to-month,Yes,Credit card (automatic),61.55,1093.2,Male,0,No,No,No,DSL,No,No,No,Yes,Yes,No,No,4003-FUSHP
11.0,Yes,Month-to-month,Yes,Bank transfer (automatic),45.9,521.9,Male,0,Yes,No,No,DSL,No,No,No,No,No,No,No,0356-ERHVT
39.0,No,One year,Yes,Bank transfer (automatic),40.3,1630.4,Female,0,No,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,No,7325-ENZFI
8.0,Yes,Month-to-month,Yes,Electronic check,87.1,713.6,Female,1,No,No,No,Fiber optic,No,Yes,No,No,Yes,No,No,4884-ZTHVF
26.0,Yes,Month-to-month,Yes,Mailed check,49.5,1265.65,Female,0,No,Yes,Yes,DSL,No,No,No,No,No,No,No,3920-HIHMQ
53.0,Yes,Month-to-month,Yes,Credit card (automatic),73.8,4003.85,Female,1,No,No,No,Fiber optic,No,Yes,No,No,No,No,No,3055-OYMSE
70.0,Yes,Two year,Yes,Mailed check,19.2,1401.4,Female,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0613-WUXUM
1.0,No,Month-to-month,Yes,Mailed check,45.3,45.3,Male,0,No,No,No phone service,DSL,No,No,No,No,Yes,Yes,Yes,7568-PODML
59.0,Yes,Two year,No,Mailed check,25.0,1510.5,Male,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,4458-KVRBJ
2.0,Yes,Month-to-month,No,Electronic check,94.95,178.1,Male,0,No,No,No,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,5349-IECLD
7.0,No,One year,No,Mailed check,35.3,264.8,Male,0,No,No,No phone service,DSL,Yes,No,Yes,No,No,No,No,1397-XKKWR
12.0,Yes,Month-to-month,Yes,Electronic check,44.55,480.6,Female,0,No,Yes,No,DSL,No,No,No,No,No,No,Yes,3945-GFWQL
59.0,Yes,One year,No,Credit card (automatic),76.75,4541.9,Male,0,Yes,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,No,8097-OMULG
61.0,Yes,Two year,Yes,Bank transfer (automatic),81.0,4976.15,Male,0,Yes,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,No,6013-BHCAW
72.0,Yes,Two year,Yes,Bank transfer (automatic),105.55,7542.25,Male,0,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,No,0401-WDBXM
13.0,Yes,Month-to-month,No,Mailed check,18.8,251.25,Female,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,3387-PLKUI
64.0,Yes,One year,No,Mailed check,24.9,1595.5,Female,0,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,6096-EGVTU
1.0,No,Month-to-month,Yes,Electronic check,23.45,23.45,Male,0,Yes,No,No phone service,DSL,No,No,No,No,No,No,Yes,3797-VTIDR
10.0,Yes,One year,No,Mailed check,64.9,685.55,Female,0,No,No,No,DSL,No,Yes,No,Yes,No,Yes,No,5081-NWSUP
65.0,Yes,One year,No,Bank transfer (automatic),61.35,3874.1,Female,0,Yes,Yes,No,DSL,Yes,Yes,Yes,No,No,No,No,2580-ATZSQ
62.0,Yes,Two year,No,Mailed check,113.95,6891.4,Female,0,Yes,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No,8085-MSNLK
55.0,Yes,One year,Yes,Electronic check,90.15,4916.95,Female,0,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,9691-HKOVS
25.0,Yes,Month-to-month,No,Electronic check,54.1,1373.0,Female,0,Yes,No,Yes,DSL,No,Yes,No,No,No,No,No,9881-VCZEP
1.0,No,Month-to-month,No,Mailed check,29.7,29.7,Male,0,No,No,No phone service,DSL,Yes,No,No,No,No,No,Yes,9526-BIHHD
1.0,Yes,Month-to-month,Yes,Credit card (automatic),49.8,49.8,Male,0,No,No,No,DSL,Yes,No,No,No,No,No,No,8757-TFHHJ
59.0,Yes,Month-to-month,No,Electronic check,101.1,6039.9,Female,0,Yes,No,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,4523-WXCEF
64.0,Yes,Two year,Yes,Bank transfer (automatic),24.4,1548.65,Male,1,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,1468-DEFNC
36.0,Yes,Month-to-month,Yes,Bank transfer (automatic),95.0,3440.25,Male,0,Yes,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,No,5119-KEPFY
3.0,Yes,Month-to-month,Yes,Mailed check,50.65,151.3,Female,0,No,No,Yes,DSL,No,No,No,No,No,No,Yes,8364-TRMMK
61.0,Yes,Two year,Yes,Mailed check,69.9,4226.7,Male,0,Yes,No,Yes,DSL,Yes,No,Yes,No,No,Yes,No,0916-KNFAJ
26.0,No,One year,Yes,Bank transfer (automatic),39.95,1023.75,Male,0,No,Yes,No phone service,DSL,No,Yes,No,No,Yes,No,No,8319-QBEHW
1.0,Yes,Month-to-month,Yes,Electronic check,55.4,55.4,Female,0,No,No,No,DSL,No,No,No,No,No,Yes,Yes,3063-QFSZL
1.0,Yes,Month-to-month,Yes,Electronic check,90.6,90.6,Female,1,Yes,No,Yes,Fiber optic,No,Yes,No,No,Yes,No,Yes,8775-LHDJH
68.0,Yes,Two year,Yes,Credit card (automatic),103.25,7074.4,Male,0,Yes,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,No,9625-QNLUX
2.0,Yes,Month-to-month,Yes,Mailed check,86.85,156.35,Male,1,Yes,No,Yes,Fiber optic,No,No,No,No,Yes,No,Yes,3097-NQYSN
72.0,Yes,Two year,Yes,Bank transfer (automatic),94.25,6849.75,Female,0,Yes,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,No,4024-CSNBY
71.0,No,Two year,Yes,Electronic check,47.05,3263.6,Female,0,Yes,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,No,7110-BDTWG
57.0,Yes,Two year,No,Credit card (automatic),20.55,1252.85,Male,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,7493-GVFIO
4.0,Yes,Month-to-month,Yes,Mailed check,19.65,67.55,Male,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0690-SRQID
1.0,Yes,Month-to-month,Yes,Electronic check,70.2,70.2,Female,1,No,No,No,Fiber optic,No,No,No,No,No,No,No,9605-WGJVW
72.0,Yes,Two year,No,Credit card (automatic),81.0,5750.0,Male,0,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,No,9114-DPSIA
21.0,Yes,One year,Yes,Bank transfer (automatic),75.9,1549.75,Male,0,Yes,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,No,4700-UBQMV
71.0,Yes,Two year,No,Bank transfer (automatic),24.7,1810.55,Female,0,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,7711-GQBZC
29.0,Yes,Month-to-month,Yes,Bank transfer (automatic),99.05,2952.85,Female,1,Yes,No,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,3565-UNOCC
69.0,Yes,Two year,No,Credit card (automatic),110.25,7467.55,Female,1,No,No,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,No,4627-MIHJH
64.0,Yes,Two year,Yes,Credit card (automatic),85.0,5484.4,Female,0,Yes,No,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,No,9795-NREXC
16.0,Yes,Month-to-month,No,Credit card (automatic),19.75,294.9,Male,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,8573-CGOCC
4.0,Yes,One year,No,Electronic check,23.9,97.5,Female,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,7356-AYNJP
52.0,Yes,One year,Yes,Credit card (automatic),111.25,5916.45,Female,0,No,No,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Yes,9249-FXSCK
2.0,Yes,Month-to-month,Yes,Mailed check,55.1,113.35,Male,0,No,No,No,DSL,Yes,No,Yes,No,No,No,Yes,5493-SDRDQ
1.0,Yes,Month-to-month,No,Mailed check,19.95,19.95,Male,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,6286-SUUWT
18.0,No,Month-to-month,No,Mailed check,25.15,476.8,Male,0,No,No,No phone service,DSL,No,No,No,No,No,No,No,4819-HJPIW
2.0,Yes,Month-to-month,No,Mailed check,54.15,101.65,Female,0,No,No,Yes,DSL,No,Yes,No,No,No,No,No,8654-DHAOW
19.0,Yes,Month-to-month,Yes,Mailed check,59.8,1130.85,Female,0,Yes,No,No,DSL,No,Yes,No,No,No,Yes,No,5438-QMDDL
40.0,Yes,Month-to-month,No,Bank transfer (automatic),83.85,3532.25,Female,0,No,No,Yes,Fiber optic,No,No,No,No,No,Yes,No,9812-GHVRI
66.0,Yes,One year,Yes,Electronic check,104.9,6891.45,Female,1,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,No,5553-AOINX
21.0,Yes,Month-to-month,No,Mailed check,75.3,1570.7,Male,0,No,No,Yes,Fiber optic,No,No,No,No,No,No,No,1228-ZLNBX
8.0,Yes,Month-to-month,Yes,Electronic check,66.65,520.95,Male,0,No,No,No,DSL,No,Yes,No,Yes,Yes,No,No,4226-KKDON
72.0,Yes,Two year,Yes,Credit card (automatic),109.5,7854.9,Female,0,Yes,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No,3831-YCPUO
48.0,Yes,One year,Yes,Bank transfer (automatic),73.85,3581.4,Female,0,No,No,Yes,DSL,No,Yes,Yes,Yes,Yes,No,No,7445-WMRBW
69.0,Yes,Two year,Yes,Bank transfer (automatic),19.3,1447.9,Male,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,3308-DGHKL
72.0,Yes,Two year,Yes,Electronic check,118.2,8547.15,Male,0,No,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No,9924-JPRMC
14.0,Yes,One year,No,Credit card (automatic),51.45,727.85,Female,0,No,No,No,DSL,No,Yes,No,No,No,No,No,0080-EMYVY
6.0,Yes,Month-to-month,No,Electronic check,59.45,357.6,Male,0,No,No,No,DSL,No,Yes,No,No,Yes,No,No,6218-KNUBD
8.0,Yes,Two year,No,Bank transfer (automatic),19.5,159.35,Female,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,7337-CINUD
17.0,Yes,One year,No,Mailed check,19.55,280.85,Female,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,7609-NRNCA
65.0,Yes,One year,No,Electronic check,93.55,6069.25,Male,0,No,No,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,No,0623-EJQEG
57.0,Yes,One year,Yes,Mailed check,59.3,3274.35,Female,0,Yes,Yes,No,DSL,Yes,No,Yes,Yes,No,No,No,7153-CHRBV
13.0,Yes,Month-to-month,Yes,Credit card (automatic),102.25,1359.0,Male,0,Yes,No,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,0871-URUWO
19.0,Yes,Month-to-month,Yes,Credit card (automatic),95.9,1777.9,Male,1,No,No,No,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,9190-MFJLN
56.0,Yes,One year,No,Bank transfer (automatic),109.8,6109.65,Female,0,Yes,No,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,No,6198-PNNSZ
14.0,Yes,Month-to-month,Yes,Electronic check,78.1,1122.4,Female,0,Yes,No,No,Fiber optic,No,No,No,No,No,Yes,No,3317-VLGQT
52.0,No,Month-to-month,Yes,Electronic check,39.9,2020.9,Male,0,Yes,No,No phone service,DSL,Yes,No,No,No,No,Yes,No,4132-POCZS
58.0,Yes,Two year,Yes,Credit card (automatic),64.9,3795.45,Female,0,No,No,No,DSL,Yes,Yes,Yes,Yes,No,No,No,5614-DNZCE
47.0,Yes,Month-to-month,Yes,Electronic check,95.05,4504.55,Female,1,No,No,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Yes,1095-JUDTC
67.0,No,Month-to-month,Yes,Credit card (automatic),53.4,3579.15,Female,0,No,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,No,3896-RCYYE
2.0,No,Month-to-month,Yes,Credit card (automatic),24.9,49.7,Male,0,No,No,No phone service,DSL,No,No,No,No,No,No,No,9638-JIQYA
6.0,Yes,Month-to-month,No,Credit card (automatic),44.7,276.5,Male,1,No,No,No,DSL,No,No,No,No,No,No,No,3258-SANFR
71.0,Yes,Two year,Yes,Bank transfer (automatic),114.0,8175.9,Male,0,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No,3726-TBHQT
46.0,Yes,Two year,No,Bank transfer (automatic),20.25,890.35,Female,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,3190-ITQXP
5.0,Yes,Month-to-month,No,Credit card (automatic),53.85,259.8,Female,0,No,No,No,DSL,Yes,No,No,Yes,No,No,Yes,0870-VEMYL
67.0,Yes,Month-to-month,No,Bank transfer (automatic),83.85,5588.8,Male,1,Yes,No,Yes,Fiber optic,Yes,Yes,No,No,No,No,No,4833-QTJNO
3.0,Yes,Month-to-month,No,Bank transfer (automatic),20.2,50.6,Male,0,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,3039-MJSLN
3.0,Yes,Month-to-month,No,Mailed check,19.95,58.0,Female,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0178-CIIKR
52.0,Yes,Month-to-month,Yes,Electronic check,104.2,5568.35,Male,1,Yes,No,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Yes,5385-SUIRI
42.0,Yes,Month-to-month,Yes,Electronic check,50.25,2203.65,Female,0,Yes,No,Yes,DSL,No,No,No,No,No,No,Yes,3982-XWFZQ
50.0,Yes,One year,Yes,Mailed check,20.35,938.95,Male,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,5774-QPLTF
23.0,Yes,Month-to-month,Yes,Electronic check,90.0,2024.1,Male,1,Yes,No,No,Fiber optic,Yes,Yes,No,No,No,Yes,No,2322-VCZHZ
67.0,No,Two year,No,Credit card (automatic),54.2,3623.95,Female,0,Yes,Yes,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,No,5010-IPEAQ
25.0,Yes,Month-to-month,Yes,Electronic check,99.5,2369.05,Female,0,No,No,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,4009-ALQFH
39.0,Yes,One year,No,Mailed check,99.1,3877.95,Female,1,Yes,No,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,No,6383-ZTSIW
69.0,Yes,Two year,Yes,Mailed check,66.9,4577.9,Female,0,No,No,Yes,DSL,Yes,Yes,No,Yes,No,No,No,8990-YOZLV
1.0,No,One year,No,Mailed check,25.85,25.85,Female,0,No,No,No phone service,DSL,No,No,No,No,No,No,No,3069-SSVSN
32.0,Yes,Month-to-month,No,Electronic check,91.05,2871.5,Male,0,No,No,No,Fiber optic,No,No,No,No,Yes,Yes,No,5222-IMUKT
9.0,Yes,Month-to-month,No,Electronic check,71.0,672.55,Female,0,No,No,No,Fiber optic,No,No,No,No,No,No,Yes,3627-FCRDW
16.0,Yes,Month-to-month,Yes,Credit card (automatic),93.2,1573.7,Female,0,No,No,No,Fiber optic,No,Yes,Yes,No,No,Yes,Yes,7562-GSUHK
60.0,Yes,Two year,Yes,Bank transfer (automatic),20.95,1270.55,Male,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,6685-XSHHU
72.0,Yes,Two year,Yes,Bank transfer (automatic),109.2,7711.45,Female,0,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,No,8901-UPRHR
5.0,Yes,Month-to-month,No,Mailed check,19.35,126.05,Male,0,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,4903-UYAVB
26.0,Yes,Month-to-month,Yes,Credit card (automatic),85.8,2193.65,Female,1,No,No,No,Fiber optic,Yes,No,No,No,Yes,No,No,0118-JPNOY
3.0,Yes,Month-to-month,No,Mailed check,19.85,64.55,Male,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,6776-TLWOI
2.0,Yes,Month-to-month,Yes,Electronic check,19.65,31.2,Male,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,3845-FXCYS
2.0,Yes,One year,No,Bank transfer (automatic),20.5,38.25,Female,0,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,5857-XRECV
36.0,Yes,One year,Yes,Credit card (automatic),89.65,3348.1,Female,0,No,No,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,No,0725-CXOTM
7.0,Yes,Month-to-month,No,Mailed check,74.35,533.6,Male,0,No,No,No,Fiber optic,Yes,No,No,No,No,No,No,4343-EJVQB
60.0,No,Two year,Yes,Credit card (automatic),49.45,2907.55,Female,1,Yes,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,No,9000-PLFUZ
19.0,Yes,Month-to-month,Yes,Electronic check,89.1,1620.8,Female,0,Yes,No,Yes,Fiber optic,No,Yes,No,No,No,Yes,No,3427-GGZZI
45.0,Yes,Two year,No,Credit card (automatic),75.15,3480.35,Male,1,Yes,No,Yes,DSL,Yes,No,Yes,Yes,No,Yes,No,7779-ORAEL
4.0,Yes,Month-to-month,Yes,Electronic check,70.65,293.85,Male,1,No,No,No,Fiber optic,No,No,No,No,No,No,No,0644-OQMDK
31.0,Yes,Month-to-month,Yes,Electronic check,104.2,3243.45,Female,0,Yes,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,4077-CROMM
47.0,Yes,Month-to-month,No,Electronic check,90.05,4137.2,Male,0,Yes,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,No,3154-CFSZG
1.0,Yes,Month-to-month,Yes,Electronic check,79.25,79.25,Male,0,No,No,No,Fiber optic,No,No,No,No,No,Yes,Yes,2868-MZAGQ
1.0,Yes,Month-to-month,Yes,Bank transfer (automatic),44.9,44.9,Female,0,No,No,No,DSL,No,No,No,No,No,No,Yes,4847-QNOKA
1.0,Yes,Month-to-month,No,Credit card (automatic),19.4,19.4,Female,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,2220-IAHLS
59.0,Yes,Month-to-month,Yes,Credit card (automatic),88.75,5348.65,Female,1,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,No,1658-XUHBX
10.0,Yes,Month-to-month,Yes,Electronic check,70.1,659.65,Male,0,Yes,No,No,Fiber optic,No,No,No,No,No,No,Yes,6379-RXJRQ
35.0,Yes,Month-to-month,No,Credit card (automatic),91.0,3180.5,Male,1,No,No,Yes,Fiber optic,Yes,No,No,No,No,Yes,No,2378-HTWFW
4.0,No,Month-to-month,Yes,Electronic check,29.65,118.5,Male,0,No,No,No phone service,DSL,No,No,Yes,No,No,No,Yes,8650-RHRKE
32.0,Yes,One year,Yes,Electronic check,90.8,3023.85,Male,0,Yes,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,No,4377-VDHYI
43.0,Yes,Month-to-month,Yes,Electronic check,77.85,3365.85,Male,0,No,No,Yes,Fiber optic,No,Yes,No,No,No,No,Yes,0475-RIJEP
4.0,Yes,Month-to-month,No,Electronic check,54.3,195.3,Male,0,No,No,No,DSL,No,No,No,No,No,Yes,Yes,1260-TTRXI
54.0,Yes,Two year,Yes,Mailed check,18.95,1031.1,Female,1,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,3719-TDVQB
11.0,Yes,Month-to-month,Yes,Bank transfer (automatic),95.15,997.65,Female,1,No,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,6328-ZPBGN
66.0,Yes,Two year,Yes,Bank transfer (automatic),102.4,6471.85,Female,1,No,No,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,No,0201-MIBOL
61.0,Yes,One year,Yes,Electronic check,99.9,6241.35,Male,0,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,No,4937-QPZPO
72.0,Yes,Two year,No,Credit card (automatic),88.7,6501.35,Male,0,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,2925-VDZHY
44.0,No,One year,Yes,Electronic check,54.3,2317.1,Male,0,Yes,Yes,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,No,6981-TDRFT
41.0,Yes,Month-to-month,Yes,Bank transfer (automatic),55.7,2237.55,Male,0,No,No,Yes,DSL,No,No,Yes,No,No,No,No,3413-CSSTH
50.0,Yes,One year,Yes,Electronic check,103.95,5231.3,Male,0,Yes,No,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,No,8033-VCZGH
47.0,Yes,One year,Yes,Credit card (automatic),110.85,5275.8,Male,0,Yes,No,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Yes,4789-KWMXN
8.0,Yes,Two year,No,Mailed check,20.15,165.5,Male,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0224-NIJLP
18.0,Yes,Month-to-month,No,Mailed check,20.05,358.5,Male,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,7542-CYDDM
72.0,Yes,Two year,Yes,Credit card (automatic),91.95,6614.9,Male,0,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,4718-WXBGI
1.0,Yes,Month-to-month,No,Electronic check,80.5,80.5,Male,0,No,No,No,Fiber optic,No,No,No,No,No,Yes,Yes,2867-UIMSS
